Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
New York City,40.7128,-74.0060,New York,New York County,10000,93956.0,1669127.0,64396.0,3.858064724853172,252233.0,15.111672149572799,125545.0,7.521596619070928
