Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
Blaine,45.19769,-93.2474,Minnesota,Anoka County,55434,88680.0,360773.0,7731.0,2.142898720247912,21009.0,5.823329351143239,58215.0,16.136185357551703
