Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
Park Rapids,46.92265,-95.0466,Minnesota,Hubbard County,56470,63122.0,21219.0,442.0,2.083038785993685,2287.0,10.778076252415287,3879.0,18.280786087940054
