Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
St. Augusta,45.483311,-94.153503,Minnesota,Stearns County,56301,68212.0,157638.0,4284.0,2.71761884824725,19335.0,12.265443611311994,24571.0,15.586977759169743
