Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
Elysian,44.19868,-93.67347,Minnesota,Le Sueur County,56028,80425.0,28567.0,587.0,2.0548184968670147,2231.0,7.809710505128295,6110.0,21.388315188854275
