Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
Big Lake,45.3554,-93.82094,Minnesota,Sherburne County,55309,92374.0,96295.0,1455.0,1.510981878602212,4722.0,4.903681395711096,14850.0,15.421361441404018
