Location,Latitude,Longitude,State,County,Zip Code,Median Income,Population,Unemployment,Unemployment %,Poverty Count,Poverty %,Education (High School Grad),Education (High School Grad) %
Sauk Rapids,45.58915,-94.16558,Minnesota,Benton County,56379,65529.0,41087.0,897.0,2.1831722929393726,3816.0,9.287609219461142,6744.0,16.413950884708058
